lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
vía,n,f,A2,,通过,vía,Contexto: vía.,例句待内容组补充（vía）。,vía.jpg,A2|n|日常,专四,inspector（待校对）,humor（待校对）,文章,词库自动生成_待内容组校对
código,n,m,A2,,代码,código,Contexto: código.,例句待内容组补充（código）。,código.jpg,A2|n|日常,专四,原因,线索,说谎,词库自动生成_待内容组校对
dedicar,v,n/a,A2,,奉献,dedicar,Contexto: dedicar.,例句待内容组补充（dedicar）。,dedicar.jpg,A2|v|变位|日常,专四,意志,acudir（待校对）,即时,词库自动生成_待内容组校对
pan,n,n/a,A2,,面包,pan,Contexto: pan.,例句待内容组补充（pan）。,pan.jpg,A2|n|日常,专四,撤消,婴儿,允许,词库自动生成_待内容组校对
porqué,n,n/a,A2,,因为,porqué,Contexto: porqué.,例句待内容组补充（porqué）。,porqué.jpg,A2|n|日常,专四,七月,当前的,suficientemente（待校对）,词库自动生成_待内容组校对
diente,n,n/a,A2,,齿,diente,Contexto: diente.,例句待内容组补充（diente）。,diente.jpg,A2|n|日常,专四,演员,伤心,生产,词库自动生成_待内容组校对
calidad,n,f,A2,,质量,calidad,Contexto: calidad.,例句待内容组补充（calidad）。,calidad.jpg,A2|n|日常,专四,分离,早期的,厨房,词库自动生成_待内容组校对
amenaza,n,f,A2,,威胁,amenaza,Contexto: amenaza.,例句待内容组补充（amenaza）。,amenaza.jpg,A2|n|日常,专四,英俊的,邮政,即时,词库自动生成_待内容组校对
actitud,n,n/a,A2,,态度,actitud,Contexto: actitud.,例句待内容组补充（actitud）。,actitud.jpg,A2|n|日常,专四,出席,白痴,claramente（待校对）,词库自动生成_待内容组校对
lengua,n,f,A2,,语言,lengua,Contexto: lengua.,例句待内容组补充（lengua）。,lengua.jpg,A2|n|日常,专四,procedimiento（待校对）,墙,展示,词库自动生成_待内容组校对
contener,v,n/a,A2,,包含,contener,Contexto: contener.,例句待内容组补充（contener）。,contener.jpg,A2|v|变位|日常,专四,jurado（待校对）,因为,理论,词库自动生成_待内容组校对
dudar,v,n/a,A2,,老兄,dudar,Contexto: dudar.,例句待内容组补充（dudar）。,dudar.jpg,A2|v|变位|日常,专四,邻里,他妈的,宣布,词库自动生成_待内容组校对
pedido,n,m,A2,,命令,pedido,Contexto: pedido.,例句待内容组补充（pedido）。,pedido.jpg,A2|n|日常,专四,身体的,签名,taxi（待校对）,词库自动生成_待内容组校对
rico,n,m,A2,,富有的,rico,Contexto: rico.,例句待内容组补充（rico）。,rico.jpg,A2|n|日常,专四,oeste（待校对）,兴趣,毛皮,词库自动生成_待内容组校对
cuanto,adj,n/a,A2,,多少,cuanto,Contexto: cuanto.,例句待内容组补充（cuanto）。,cuanto.jpg,A2|adj|日常,专四,战斗,假装,universo（待校对）,词库自动生成_待内容组校对
región,n,f,A2,,地区,región,Contexto: región.,例句待内容组补充（región）。,región.jpg,A2|n|日常,专四,prisionero（待校对）,粘贴,descanso（待校对）,词库自动生成_待内容组校对
beso,n,m,A2,,吻,beso,Contexto: beso.,例句待内容组补充（beso）。,beso.jpg,A2|n|日常,专四,fallar（待校对）,月亮,prisionero（待校对）,词库自动生成_待内容组校对
medicina,n,f,A2,,药品,medicina,Contexto: medicina.,例句待内容组补充（medicina）。,medicina.jpg,A2|n|日常,专四,荒谬的,demanda（待校对）,要求,词库自动生成_待内容组校对
oferta,n,f,A2,,提供,oferta,Contexto: oferta.,例句待内容组补充（oferta）。,oferta.jpg,A2|n|日常,专四,图表,生病的,分析,词库自动生成_待内容组校对
pérdida,n,f,A2,,损失,pérdida,Contexto: pérdida.,例句待内容组补充（pérdida）。,pérdida.jpg,A2|n|日常,专四,使命,绑定,secundario（待校对）,词库自动生成_待内容组校对
estupendo,adj,n/a,A2,,伟大的,estupendo,Contexto: estupendo.,例句待内容组补充（estupendo）。,estupendo.jpg,A2|adj|日常,专四,descanso（待校对）,concentrar（待校对）,精确的,词库自动生成_待内容组校对
asustado,adj,n/a,A2,,害怕的,asustado,Contexto: asustado.,例句待内容组补充（asustado）。,asustado.jpg,A2|adj|日常,专四,晚餐,建造,etc（待校对）,词库自动生成_待内容组校对
quemar,v,n/a,A2,,烧伤,quemar,Contexto: quemar.,例句待内容组补充（quemar）。,quemar.jpg,A2|v|变位|日常,专四,出现,功能,斗争,词库自动生成_待内容组校对
rostro,n,m,A2,,脸,rostro,Contexto: rostro.,例句待内容组补充（rostro）。,rostro.jpg,A2|n|日常,专四,惊喜,superficie（待校对）,宣布,词库自动生成_待内容组校对
plaza,n,f,A2,,正方形,plaza,Contexto: plaza.,例句待内容组补充（plaza）。,plaza.jpg,A2|n|日常,专四,cargar（待校对）,cultural（待校对）,知识,词库自动生成_待内容组校对
alguno,pron,n/a,A2,,一些,alguno,Contexto: alguno.,例句待内容组补充（alguno）。,alguno.jpg,A2|pron|日常,专四,简单的,解决方案,增加,词库自动生成_待内容组校对
alcalde,n,n/a,A2,,市长,alcalde,Contexto: alcalde.,例句待内容组补充（alcalde）。,alcalde.jpg,A2|n|日常,专四,contento（待校对）,联邦,钟,词库自动生成_待内容组校对
definitivamente,adv,n/a,A2,,确实,definitivamente,Contexto: definitivamente.,例句待内容组补充（definitivamente）。,definitivamente.jpg,A2|adv|日常,专四,海滩,完全地,desconocido（待校对）,词库自动生成_待内容组校对
pintura,n,f,A2,,画,pintura,Contexto: pintura.,例句待内容组补充（pintura）。,pintura.jpg,A2|n|日常,专四,市长,元素,严肃的,词库自动生成_待内容组校对
parque,n,n/a,A2,,公园,parque,Contexto: parque.,例句待内容组补充（parque）。,parque.jpg,A2|n|日常,专四,星期日,financiero（待校对）,各种各样的,词库自动生成_待内容组校对
ridículo,adj,n/a,A2,,荒谬的,ridículo,Contexto: ridículo.,例句待内容组补充（ridículo）。,ridículo.jpg,A2|adj|日常,专四,页,robo（待校对）,想法,词库自动生成_待内容组校对
silla,n,f,A2,,椅子,silla,Contexto: silla.,例句待内容组补充（silla）。,silla.jpg,A2|n|日常,专四,原因,以前的,entrenador（待校对）,词库自动生成_待内容组校对
velocidad,n,f,A2,,速度,velocidad,Contexto: velocidad.,例句待内容组补充（velocidad）。,velocidad.jpg,A2|n|日常,专四,organismo（待校对）,链,机构,词库自动生成_待内容组校对
texto,n,m,A2,,文本,texto,Contexto: texto.,例句待内容组补充（texto）。,texto.jpg,A2|n|日常,专四,transporte（待校对）,actuación（待校对）,风险,词库自动生成_待内容组校对
asiento,n,m,A2,,座位,asiento,Contexto: asiento.,例句待内容组补充（asiento）。,asiento.jpg,A2|n|日常,专四,依赖,仅有的,发布,词库自动生成_待内容组校对
voluntad,n,f,A2,,意志,voluntad,Contexto: voluntad.,例句待内容组补充（voluntad）。,voluntad.jpg,A2|n|日常,专四,射线,盘子,机构,词库自动生成_待内容组校对
ruso,adj,n/a,A2,,俄语,ruso,Contexto: ruso.,例句待内容组补充（ruso）。,ruso.jpg,A2|adj|日常,专四,系列,deporte（待校对）,滋扰,词库自动生成_待内容组校对
laboratorio,n,m,A2,,实验室,laboratorio,Contexto: laboratorio.,例句待内容组补充（laboratorio）。,laboratorio.jpg,A2|n|日常,专四,跨度,鼻子,伤口,词库自动生成_待内容组校对
mudar,v,n/a,A2,,移动,mudar,Contexto: mudar.,例句待内容组补充（mudar）。,mudar.jpg,A2|v|变位|日常,专四,圣诞节,preciso（待校对）,关闭,词库自动生成_待内容组校对
comercial,adj,n/a,A2,,商业的,comercial,Contexto: comercial.,例句待内容组补充（comercial）。,comercial.jpg,A2|adj|日常,专四,masa（待校对）,坚持,生产,词库自动生成_待内容组校对
tontería,n,f,A2,,滋扰,tontería,Contexto: tontería.,例句待内容组补充（tontería）。,tontería.jpg,A2|n|日常,专四,声音,工人,plano（待校对）,词库自动生成_待内容组校对
particular,adj,n/a,A2,,特别的,particular,Contexto: particular.,例句待内容组补充（particular）。,particular.jpg,A2|adj|日常,专四,先生。,触碰,jim（待校对）,词库自动生成_待内容组校对
límite,n,n/a,A2,,限制,límite,Contexto: límite.,例句待内容组补充（límite）。,límite.jpg,A2|n|日常,专四,九,行星,婴儿,词库自动生成_待内容组校对
camión,n,f,A2,,卡车,camión,Contexto: camión.,例句待内容组补充（camión）。,camión.jpg,A2|n|日常,专四,robo（待校对）,anciano（待校对）,合同,词库自动生成_待内容组校对
ganado,n,m,A2,,牛,ganado,Contexto: ganado.,例句待内容组补充（ganado）。,ganado.jpg,A2|n|日常,专四,perfectamente（待校对）,china（待校对）,感兴趣的,词库自动生成_待内容组校对
economía,n,f,A2,,经济,economía,Contexto: economía.,例句待内容组补充（economía）。,economía.jpg,A2|n|日常,专四,daniel（待校对）,有罪的,使用权,词库自动生成_待内容组校对
botella,n,f,A2,,瓶子,botella,Contexto: botella.,例句待内容组补充（botella）。,botella.jpg,A2|n|日常,专四,我希望,autobús（待校对）,capítulo（待校对）,词库自动生成_待内容组校对
espectáculo,n,m,A2,,展示,espectáculo,Contexto: espectáculo.,例句待内容组补充（espectáculo）。,espectáculo.jpg,A2|n|日常,专四,búsqueda（待校对）,杂志,窗户,词库自动生成_待内容组校对
inmediatamente,adv,n/a,A2,,立即地,inmediatamente,Contexto: inmediatamente.,例句待内容组补充（inmediatamente）。,inmediatamente.jpg,A2|adv|日常,专四,承认,行为,特点,词库自动生成_待内容组校对
visión,n,f,A2,,想象,visión,Contexto: visión.,例句待内容组补充（visión）。,visión.jpg,A2|n|日常,专四,letra（待校对）,法庭,九,词库自动生成_待内容组校对
restaurante,n,n/a,A2,,餐厅,restaurante,Contexto: restaurante.,例句待内容组补充（restaurante）。,restaurante.jpg,A2|n|日常,专四,danny（待校对）,犯罪,伪装,词库自动生成_待内容组校对
fantasma,n,m,A2,,鬼,fantasma,Contexto: fantasma.,例句待内容组补充（fantasma）。,fantasma.jpg,A2|n|日常,专四,德语,jim（待校对）,模型,词库自动生成_待内容组校对
pago,n,m,A2,,支付,pago,Contexto: pago.,例句待内容组补充（pago）。,pago.jpg,A2|n|日常,专四,庆祝,fingir（待校对）,agujero（待校对）,词库自动生成_待内容组校对
adivinar,v,n/a,A2,,猜测,adivinar,Contexto: adivinar.,例句待内容组补充（adivinar）。,adivinar.jpg,A2|v|变位|日常,专四,inglaterra（待校对）,联邦,机构,词库自动生成_待内容组校对
discurso,n,m,A2,,演讲,discurso,Contexto: discurso.,例句待内容组补充（discurso）。,discurso.jpg,A2|n|日常,专四,gas（待校对）,表达,自然,词库自动生成_待内容组校对
rodear,v,n/a,A2,,环绕,rodear,Contexto: rodear.,例句待内容组补充（rodear）。,rodear.jpg,A2|v|变位|日常,专四,安东尼奥,plano（待校对）,先生。,词库自动生成_待内容组校对
sujeto,n,m,A2,,主题,sujeto,Contexto: sujeto.,例句待内容组补充（sujeto）。,sujeto.jpg,A2|n|日常,专四,电影,d,文档,词库自动生成_待内容组校对
planear,v,n/a,A2,,计划,planear,Contexto: planear.,例句待内容组补充（planear）。,planear.jpg,A2|v|变位|日常,专四,触碰,哀叹,严肃的,词库自动生成_待内容组校对
eliminar,v,n/a,A2,,排除,eliminar,Contexto: eliminar.,例句待内容组补充（eliminar）。,eliminar.jpg,A2|v|变位|日常,专四,脖子,你的,伤心,词库自动生成_待内容组校对
apartamento,n,m,A2,,公寓,apartamento,Contexto: apartamento.,例句待内容组补充（apartamento）。,apartamento.jpg,A2|n|日常,专四,权威,熟悉的,表达,词库自动生成_待内容组校对
acceso,n,m,A2,,使用权,acceso,Contexto: acceso.,例句待内容组补充（acceso）。,acceso.jpg,A2|n|日常,专四,要求,aplicar（待校对）,撤消,词库自动生成_待内容组校对
henry,n,n/a,A2,,亨利,henry,Contexto: henry.,例句待内容组补充（henry）。,henry.jpg,A2|n|日常,专四,植物,买,delito（待校对）,词库自动生成_待内容组校对
tony,n,n/a,A2,,托尼,tony,Contexto: tony.,例句待内容组补充（tony）。,tony.jpg,A2|n|日常,专四,桥,展示,依赖,词库自动生成_待内容组校对
estructura,n,f,A2,,结构,estructura,Contexto: estructura.,例句待内容组补充（estructura）。,estructura.jpg,A2|n|日常,专四,就业,依赖,conceder（待校对）,词库自动生成_待内容组校对
cuento,n,m,A2,,故事,cuento,Contexto: cuento.,例句待内容组补充（cuento）。,cuento.jpg,A2|n|日常,专四,鼻子,以下,explicación（待校对）,词库自动生成_待内容组校对
congreso,n,m,A2,,国会,congreso,Contexto: congreso.,例句待内容组补充（congreso）。,congreso.jpg,A2|n|日常,专四,interrumpir（待校对）,explotar（待校对）,桥,词库自动生成_待内容组校对
carga,n,f,A2,,负担,carga,Contexto: carga.,例句待内容组补充（carga）。,carga.jpg,A2|n|日常,专四,粉色的,特点,正方形,词库自动生成_待内容组校对
revista,n,f,A2,,杂志,revista,Contexto: revista.,例句待内容组补充（revista）。,revista.jpg,A2|n|日常,专四,疯狂,包,útil（待校对）,词库自动生成_待内容组校对
kilómetro,n,m,A2,,公里,kilómetro,Contexto: kilómetro.,例句待内容组补充（kilómetro）。,kilómetro.jpg,A2|n|日常,专四,花园,保罗,aburrido（待校对）,词库自动生成_待内容组校对
mínimo,adj,n/a,A2,,最低限度,mínimo,Contexto: mínimo.,例句待内容组补充（mínimo）。,mínimo.jpg,A2|adj|日常,专四,公寓,光,文化,词库自动生成_待内容组校对
poseer,v,n/a,A2,,具有,poseer,Contexto: poseer.,例句待内容组补充（poseer）。,poseer.jpg,A2|v|变位|日常,专四,中殿,场景,honesto（待校对）,词库自动生成_待内容组校对
viernes,n,n/a,A2,,星期五,viernes,Contexto: viernes.,例句待内容组补充（viernes）。,viernes.jpg,A2|n|日常,专四,减少,提供,安东尼奥,词库自动生成_待内容组校对
diverso,adj,n/a,A2,,各种各样的,diverso,Contexto: diverso.,例句待内容组补充（diverso）。,diverso.jpg,A2|adj|日常,专四,惹,部分,plano（待校对）,词库自动生成_待内容组校对
archivo,n,m,A2,,档案,archivo,Contexto: archivo.,例句待内容组补充（archivo）。,archivo.jpg,A2|n|日常,专四,奖,正确的,叉,词库自动生成_待内容组校对
rayo,n,m,A2,,射线,rayo,Contexto: rayo.,例句待内容组补充（rayo）。,rayo.jpg,A2|n|日常,专四,lento（待校对）,怪物,著名的,词库自动生成_待内容组校对
huella,n,f,A2,,指纹,huella,Contexto: huella.,例句待内容组补充（huella）。,huella.jpg,A2|n|日常,专四,理论,完全地,reino（待校对）,词库自动生成_待内容组校对
pecho,n,m,A2,,胸部,pecho,Contexto: pecho.,例句待内容组补充（pecho）。,pecho.jpg,A2|n|日常,专四,文化,委员会,miguel（待校对）,词库自动生成_待内容组校对
vos,pron,n/a,A2,,你,vos,Contexto: vos.,例句待内容组补充（vos）。,vos.jpg,A2|pron|日常,专四,感觉,行政,短的,词库自动生成_待内容组校对
disco,n,m,A2,,磁盘,disco,Contexto: disco.,例句待内容组补充（disco）。,disco.jpg,A2|n|日常,专四,欺骗,放下,品牌,词库自动生成_待内容组校对
plato,n,m,A2,,盘子,plato,Contexto: plato.,例句待内容组补充（plato）。,plato.jpg,A2|n|日常,专四,晚餐,ejecutivo（待校对）,射击,词库自动生成_待内容组校对
interesado,adj,n/a,A2,,感兴趣的,interesado,Contexto: interesado.,例句待内容组补充（interesado）。,interesado.jpg,A2|adj|日常,专四,细节,materia（待校对）,novela（待校对）,词库自动生成_待内容组校对
ambiente,n,n/a,A2,,气氛,ambiente,Contexto: ambiente.,例句待内容组补充（ambiente）。,ambiente.jpg,A2|n|日常,专四,杯子,注意,肉,词库自动生成_待内容组校对
instituto,n,m,A2,,研究所,instituto,Contexto: instituto.,例句待内容组补充（instituto）。,instituto.jpg,A2|n|日常,专四,描述,力量,影响,词库自动生成_待内容组校对
socio,n,m,A2,,伙伴,socio,Contexto: socio.,例句待内容组补充（socio）。,socio.jpg,A2|n|日常,专四,确实,符号,闻,词库自动生成_待内容组校对
deshacer,v,n/a,A2,,撤消,deshacer,Contexto: deshacer.,例句待内容组补充（deshacer）。,deshacer.jpg,A2|v|变位|日常,专四,季节,数字,意志,词库自动生成_待内容组校对
jardín,n,n/a,A2,,花园,jardín,Contexto: jardín.,例句待内容组补充（jardín）。,jardín.jpg,A2|n|日常,专四,伪装,确实,部分,词库自动生成_待内容组校对
exigir,v,n/a,A2,,要求,exigir,Contexto: exigir.,例句待内容组补充（exigir）。,exigir.jpg,A2|v|变位|日常,专四,破坏,puerto（待校对）,放弃,词库自动生成_待内容组校对
poderoso,adj,n/a,A2,,强大的,poderoso,Contexto: poderoso.,例句待内容组补充（poderoso）。,poderoso.jpg,A2|adj|日常,专四,巴塞罗那,书面,火车,词库自动生成_待内容组校对
origen,n,n/a,A2,,起源,origen,Contexto: origen.,例句待内容组补充（origen）。,origen.jpg,A2|n|日常,专四,搁置,短的,疲劳的,词库自动生成_待内容组校对
entrevista,n,f,A2,,面试,entrevista,Contexto: entrevista.,例句待内容组补充（entrevista）。,entrevista.jpg,A2|n|日常,专四,出色的,技术,立即地,词库自动生成_待内容组校对
mediante,prep,n/a,A2,,通过,mediante,Contexto: mediante.,例句待内容组补充（mediante）。,mediante.jpg,A2|prep|语法|日常,专四,木板,cocinar（待校对）,缺少,词库自动生成_待内容组校对
nariz,n,n/a,A2,,鼻子,nariz,Contexto: nariz.,例句待内容组补充（nariz）。,nariz.jpg,A2|n|日常,专四,胸部,责任,风格,词库自动生成_待内容组校对
llenar,v,n/a,A2,,充满,llenar,Contexto: llenar.,例句待内容组补充（llenar）。,llenar.jpg,A2|v|变位|日常,专四,文本,完全地,我尊重,词库自动生成_待内容组校对
unión,n,f,A2,,联盟,unión,Contexto: unión.,例句待内容组补充（unión）。,unión.jpg,A2|n|日常,专四,石头,要求,sarah（待校对）,词库自动生成_待内容组校对
conjunto,n,m,A2,,放,conjunto,Contexto: conjunto.,例句待内容组补充（conjunto）。,conjunto.jpg,A2|n|日常,专四,愿意的,声音,责任,词库自动生成_待内容组校对
tiro,n,m,A2,,射击,tiro,Contexto: tiro.,例句待内容组补充（tiro）。,tiro.jpg,A2|n|日常,专四,山,fallar（待校对）,负责任的,词库自动生成_待内容组校对
evidencia,n,f,A2,,证据,evidencia,Contexto: evidencia.,例句待内容组补充（evidencia）。,evidencia.jpg,A2|n|日常,专四,gonzález（待校对）,organizar（待校对）,负担,词库自动生成_待内容组校对
carretera,n,f,A2,,路,carretera,Contexto: carretera.,例句待内容组补充（carretera）。,carretera.jpg,A2|n|日常,专四,robert（待校对）,通过,希望,词库自动生成_待内容组校对
reloj,n,n/a,A2,,钟,reloj,Contexto: reloj.,例句待内容组补充（reloj）。,reloj.jpg,A2|n|日常,专四,药品,p（待校对）,持续,词库自动生成_待内容组校对
príncipe,n,n/a,A2,,王子,príncipe,Contexto: príncipe.,例句待内容组补充（príncipe）。,príncipe.jpg,A2|n|日常,专四,防止,paseo（待校对）,能力,词库自动生成_待内容组校对
ciudadano,n,m,A2,,公民,ciudadano,Contexto: ciudadano.,例句待内容组补充（ciudadano）。,ciudadano.jpg,A2|n|日常,专四,牛奶,jane（待校对）,saludar（待校对）,词库自动生成_待内容组校对
perseguir,v,n/a,A2,,追赶,perseguir,Contexto: perseguir.,例句待内容组补充（perseguir）。,perseguir.jpg,A2|v|变位|日常,专四,anciano（待校对）,alumno（待校对）,特别的,词库自动生成_待内容组校对
sábado,n,m,A2,,周六,sábado,Contexto: sábado.,例句待内容组补充（sábado）。,sábado.jpg,A2|n|日常,专四,通知,出口,特别的,词库自动生成_待内容组校对
surgir,v,n/a,A2,,出现,surgir,Contexto: surgir.,例句待内容组补充（surgir）。,surgir.jpg,A2|v|变位|日常,专四,放,出口,identidad（待校对）,词库自动生成_待内容组校对
absolutamente,adv,n/a,A2,,绝对地,absolutamente,Contexto: absolutamente.,例句待内容组补充（absolutamente）。,absolutamente.jpg,A2|adv|日常,专四,emoción（待校对）,冷静的,habilidad（待校对）,词库自动生成_待内容组校对
mary,adv,n/a,A2,,玛丽,mary,Contexto: mary.,例句待内容组补充（mary）。,mary.jpg,A2|adv|日常,专四,当前的,命令,建议,词库自动生成_待内容组校对
análisis,n,f,A2,,分析,análisis,Contexto: análisis.,例句待内容组补充（análisis）。,análisis.jpg,A2|n|日常,专四,猫,滋扰,叉,词库自动生成_待内容组校对
imbécil,adj,n/a,A2,,白痴,imbécil,Contexto: imbécil.,例句待内容组补充（imbécil）。,imbécil.jpg,A2|adj|日常,专四,实验室,画,假装,词库自动生成_待内容组校对
menudo,n,m,A2,,轻微,menudo,Contexto: menudo.,例句待内容组补充（menudo）。,menudo.jpg,A2|n|日常,专四,inútil（待校对）,comité（待校对）,暴力,词库自动生成_待内容组校对
renunciar,v,n/a,A2,,放弃,renunciar,Contexto: renunciar.,例句待内容组补充（renunciar）。,renunciar.jpg,A2|v|变位|日常,专四,清白的,特别的,萨姆,词库自动生成_待内容组校对
playa,n,f,A2,,海滩,playa,Contexto: playa.,例句待内容组补充（playa）。,playa.jpg,A2|n|日常,专四,arrancar（待校对）,逃跑,分享,词库自动生成_待内容组校对
rendir,v,n/a,A2,,屈服,rendir,Contexto: rendir.,例句待内容组补充（rendir）。,rendir.jpg,A2|v|变位|日常,专四,preciso（待校对）,d,愿意的,词库自动生成_待内容组校对
cerdo,n,m,A2,,猪,cerdo,Contexto: cerdo.,例句待内容组补充（cerdo）。,cerdo.jpg,A2|n|日常,专四,网格,使用,垃圾,词库自动生成_待内容组校对
trampa,n,f,A2,,陷阱,trampa,Contexto: trampa.,例句待内容组补充（trampa）。,trampa.jpg,A2|n|日常,专四,组织,表明,面包,词库自动生成_待内容组校对
directamente,adv,n/a,A2,,直接地,directamente,Contexto: directamente.,例句待内容组补充（directamente）。,directamente.jpg,A2|adv|日常,专四,允许,具有,杠杆作用,词库自动生成_待内容组校对
ladrón,n,n/a,A2,,贼,ladrón,Contexto: ladrón.,例句待内容组补充（ladrón）。,ladrón.jpg,A2|n|日常,专四,fingir（待校对）,所有者,提取,词库自动生成_待内容组校对
turno,n,m,A2,,转移,turno,Contexto: turno.,例句待内容组补充（turno）。,turno.jpg,A2|n|日常,专四,要求,任务,成功,词库自动生成_待内容组校对
escoger,v,n/a,A2,,选择,escoger,Contexto: escoger.,例句待内容组补充（escoger）。,escoger.jpg,A2|v|变位|日常,专四,同意,直的,在...前面,词库自动生成_待内容组校对
solicitar,v,n/a,A2,,要求,solicitar,Contexto: solicitar.,例句待内容组补充（solicitar）。,solicitar.jpg,A2|v|变位|日常,专四,日记,puerto（待校对）,技术,词库自动生成_待内容组校对
dormido,adj,n/a,A2,,睡着了,dormido,Contexto: dormido.,例句待内容组补充（dormido）。,dormido.jpg,A2|adj|日常,专四,ignorar（待校对）,绑定,practicar（待校对）,词库自动生成_待内容组校对
empleo,n,m,A2,,就业,empleo,Contexto: empleo.,例句待内容组补充（empleo）。,empleo.jpg,A2|n|日常,专四,技术,italiano（待校对）,lento（待校对）,词库自动生成_待内容组校对
describir,v,n/a,A2,,描述,describir,Contexto: describir.,例句待内容组补充（describir）。,describir.jpg,A2|v|变位|日常,专四,电影,熟悉的,作家,词库自动生成_待内容组校对
encender,v,n/a,A2,,光,encender,Contexto: encender.,例句待内容组补充（encender）。,encender.jpg,A2|v|变位|日常,专四,南,territorio（待校对）,转移,词库自动生成_待内容组校对
barcelona,n,f,A2,,巴塞罗那,barcelona,Contexto: barcelona.,例句待内容组补充（barcelona）。,barcelona.jpg,A2|n|日常,专四,月亮,立即地,candidato（待校对）,词库自动生成_待内容组校对
ministerio,n,m,A2,,部,ministerio,Contexto: ministerio.,例句待内容组补充（ministerio）。,ministerio.jpg,A2|n|日常,专四,气氛,国际的,manuel（待校对）,词库自动生成_待内容组校对
altura,n,f,A2,,高度,altura,Contexto: altura.,例句待内容组补充（altura）。,altura.jpg,A2|n|日常,专四,太多了,jodido（待校对）,艺术家,词库自动生成_待内容组校对
comienzo,n,m,A2,,开始,comienzo,Contexto: comienzo.,例句待内容组补充（comienzo）。,comienzo.jpg,A2|n|日常,专四,噪音,arriesgar（待校对）,crítica（待校对）,词库自动生成_待内容组校对
sensación,n,f,A2,,感觉,sensación,Contexto: sensación.,例句待内容组补充（sensación）。,sensación.jpg,A2|n|日常,专四,robert（待校对）,aclarar（待校对）,emoción（待校对）,词库自动生成_待内容组校对
puente,n,n/a,A2,,桥,puente,Contexto: puente.,例句待内容组补充（puente）。,puente.jpg,A2|n|日常,专四,假装,alex（待校对）,讨论,词库自动生成_待内容组校对
trago,n,m,A2,,喝,trago,Contexto: trago.,例句待内容组补充（trago）。,trago.jpg,A2|n|日常,专四,说服,简单的,责任,词库自动生成_待内容组校对
periodista,n,f,A2,,记者,periodista,Contexto: periodista.,例句待内容组补充（periodista）。,periodista.jpg,A2|n|日常,专四,市长,gonzález（待校对）,认为,词库自动生成_待内容组校对
cercano,adj,n/a,A2,,附近,cercano,Contexto: cercano.,例句待内容组补充（cercano）。,cercano.jpg,A2|adj|日常,专四,arrastrar（待校对）,生日,aclarar（待校对）,词库自动生成_待内容组校对
reducir,v,n/a,A2,,减少,reducir,Contexto: reducir.,例句待内容组补充（reducir）。,reducir.jpg,A2|v|变位|日常,专四,假期,坦率,自然的,词库自动生成_待内容组校对
escenario,n,m,A2,,风景,escenario,Contexto: escenario.,例句待内容组补充（escenario）。,escenario.jpg,A2|n|日常,专四,desnudo（待校对）,aventura（待校对）,警告,词库自动生成_待内容组校对
largar,v,n/a,A2,,发布,largar,Contexto: largar.,例句待内容组补充（largar）。,largar.jpg,A2|v|变位|日常,专四,月亮,最喜欢的,声音,词库自动生成_待内容组校对
corriente,n,n/a,A2,,当前的,corriente,Contexto: corriente.,例句待内容组补充（corriente）。,corriente.jpg,A2|n|日常,专四,república（待校对）,裙子,减少,词库自动生成_待内容组校对
extranjero,n,m,A2,,外国的,extranjero,Contexto: extranjero.,例句待内容组补充（extranjero）。,extranjero.jpg,A2|n|日常,专四,开玩笑,乐趣,啤酒,词库自动生成_待内容组校对
cobrar,v,n/a,A2,,收费,cobrar,Contexto: cobrar.,例句待内容组补充（cobrar）。,cobrar.jpg,A2|v|变位|日常,专四,射击,capítulo（待校对）,欺骗,词库自动生成_待内容组校对
administración,n,f,A2,,行政,administración,Contexto: administración.,例句待内容组补充（administración）。,administración.jpg,A2|n|日常,专四,alimento（待校对）,优越的,邻里,词库自动生成_待内容组校对
barrio,n,m,A2,,邻里,barrio,Contexto: barrio.,例句待内容组补充（barrio）。,barrio.jpg,A2|n|日常,专四,荒谬的,gonzález（待校对）,borracho（待校对）,词库自动生成_待内容组校对
gastar,v,n/a,A2,,花费,gastar,Contexto: gastar.,例句待内容组补充（gastar）。,gastar.jpg,A2|v|变位|日常,专四,调查,破碎的,消除,词库自动生成_待内容组校对
emergencia,n,f,A2,,紧急情况,emergencia,Contexto: emergencia.,例句待内容组补充（emergencia）。,emergencia.jpg,A2|n|日常,专四,inútil（待校对）,除了,盘子,词库自动生成_待内容组校对
bill,adv,n/a,A2,,账单,bill,Contexto: bill.,例句待内容组补充（bill）。,bill.jpg,A2|adv|日常,专四,相似的,机构,ia（待校对）,词库自动生成_待内容组校对
propuesta,n,f,A2,,提议,propuesta,Contexto: propuesta.,例句待内容组补充（propuesta）。,propuesta.jpg,A2|n|日常,专四,表明,法语,habilidad（待校对）,词库自动生成_待内容组校对
harry,adv,n/a,A2,,哈利,harry,Contexto: harry.,例句待内容组补充（harry）。,harry.jpg,A2|adv|日常,专四,去哪里,alimento（待校对）,联盟,词库自动生成_待内容组校对
sombra,n,f,A2,,阴影,sombra,Contexto: sombra.,例句待内容组补充（sombra）。,sombra.jpg,A2|n|日常,专四,destacar（待校对）,烧伤,威胁,词库自动生成_待内容组校对
