lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
bloqueo,n,m,C1,,bloqueo（待校对）,bloqueo,Contexto: bloqueo.,例句待内容组补充（bloqueo）。,bloqueo.jpg,C1|n|高级,专八,zoe（待校对）,barril（待校对）,díselo（待校对）,词库自动生成_待内容组校对
variación,n,f,C1,,variación（待校对）,variación,Contexto: variación.,例句待内容组补充（variación）。,variación.jpg,C1|n|高级,专八,sue（待校对）,audición（待校对）,francis（待校对）,词库自动生成_待内容组校对
audición,n,f,C1,,audición（待校对）,audición,Contexto: audición.,例句待内容组补充（audición）。,audición.jpg,C1|n|高级,专八,colar（待校对）,anular（待校对）,entrenado（待校对）,词库自动生成_待内容组校对
recta,n,f,C1,,recta（待校对）,recta,Contexto: recta.,例句待内容组补充（recta）。,recta.jpg,C1|n|高级,专八,subterráneo（待校对）,concesión（待校对）,encubierto（待校对）,词库自动生成_待内容组校对
fundamentalmente,adv,n/a,C1,,fundamentalmente（待校对）,fundamentalmente,Contexto: fundamentalmente.,例句待内容组补充（fundamentalmente）。,fundamentalmente.jpg,C1|adv|高级,专八,realista（待校对）,francis（待校对）,panamá（待校对）,词库自动生成_待内容组校对
órbita,n,f,C1,,órbita（待校对）,órbita,Contexto: órbita.,例句待内容组补充（órbita）。,órbita.jpg,C1|n|高级,专八,siesta（待校对）,bush（待校对）,veterano（待校对）,词库自动生成_待内容组校对
programación,n,f,C1,,programación（待校对）,programación,Contexto: programación.,例句待内容组补充（programación）。,programación.jpg,C1|n|高级,专八,riñón（待校对）,igualdad（待校对）,siesta（待校对）,词库自动生成_待内容组校对
setenta,n,f,C1,,setenta（待校对）,setenta,Contexto: setenta.,例句待内容组补充（setenta）。,setenta.jpg,C1|n|高级,专八,sanguíneo（待校对）,cobertura（待校对）,orinar（待校对）,词库自动生成_待内容组校对
harold,adv,n/a,C1,,harold（待校对）,harold,Contexto: harold.,例句待内容组补充（harold）。,harold.jpg,C1|adv|高级,专八,munición（待校对）,acostado（待校对）,cultivar（待校对）,词库自动生成_待内容组校对
escuadrón,n,n/a,C1,,escuadrón（待校对）,escuadrón,Contexto: escuadrón.,例句待内容组补充（escuadrón）。,escuadrón.jpg,C1|n|高级,专八,fluir（待校对）,juramento（待校对）,participante（待校对）,词库自动生成_待内容组校对
min,adv,n/a,C1,,min（待校对）,min,Contexto: min.,例句待内容组补充（min）。,min.jpg,C1|adv|高级,专八,montado（待校对）,relevante（待校对）,predecir（待校对）,词库自动生成_待内容组校对
alonso,n,m,C1,,alonso（待校对）,alonso,Contexto: alonso.,例句待内容组补充（alonso）。,alonso.jpg,C1|n|高级,专八,mejilla（待校对）,proseguir（待校对）,mojar（待校对）,词库自动生成_待内容组校对
amenazado,adj,n/a,C1,,amenazado（待校对）,amenazado,Contexto: amenazado.,例句待内容组补充（amenazado）。,amenazado.jpg,C1|adj|高级,专八,afeitar（待校对）,díselo（待校对）,estrellar（待校对）,词库自动生成_待内容组校对
increíblemente,adv,n/a,C1,,increíblemente（待校对）,increíblemente,Contexto: increíblemente.,例句待内容组补充（increíblemente）。,increíblemente.jpg,C1|adv|高级,专八,emilio（待校对）,rehabilitación（待校对）,evolucionar（待校对）,词库自动生成_待内容组校对
anthony,adv,n/a,C1,,anthony（待校对）,anthony,Contexto: anthony.,例句待内容组补充（anthony）。,anthony.jpg,C1|adv|高级,专八,rehabilitación（待校对）,programación（待校对）,mejilla（待校对）,词库自动生成_待内容组校对
abundante,adj,n/a,C1,,abundante（待校对）,abundante,Contexto: abundante.,例句待内容组补充（abundante）。,abundante.jpg,C1|adj|高级,专八,geografía（待校对）,alonso（待校对）,ignacio（待校对）,词库自动生成_待内容组校对
inspección,n,f,C1,,inspección（待校对）,inspección,Contexto: inspección.,例句待内容组补充（inspección）。,inspección.jpg,C1|n|高级,专八,vano（待校对）,cuerno（待校对）,admirador（待校对）,词库自动生成_待内容组校对
prometido,adj,n/a,C1,,prometido（待校对）,prometido,Contexto: prometido.,例句待内容组补充（prometido）。,prometido.jpg,C1|adj|高级,专八,acostado（待校对）,incendiar（待校对）,luchador（待校对）,词库自动生成_待内容组校对
multiplicar,v,n/a,C1,,multiplicar（待校对）,multiplicar,Contexto: multiplicar.,例句待内容组补充（multiplicar）。,multiplicar.jpg,C1|v|变位|高级,专八,ajo（待校对）,desplegar（待校对）,apetito（待校对）,词库自动生成_待内容组校对
bush,adv,n/a,C1,,bush（待校对）,bush,Contexto: bush.,例句待内容组补充（bush）。,bush.jpg,C1|adv|高级,专八,cuerno（待校对）,suspendido（待校对）,adicto（待校对）,词库自动生成_待内容组校对
sentimental,adj,n/a,C1,,sentimental（待校对）,sentimental,Contexto: sentimental.,例句待内容组补充（sentimental）。,sentimental.jpg,C1|adj|高级,专八,energético（待校对）,ethan（待校对）,reglamento（待校对）,词库自动生成_待内容组校对
marrón,adj,n/a,C1,,marrón（待校对）,marrón,Contexto: marrón.,例句待内容组补充（marrón）。,marrón.jpg,C1|adj|高级,专八,resumir（待校对）,goma（待校对）,nudo（待校对）,词库自动生成_待内容组校对
resumir,v,n/a,C1,,resumir（待校对）,resumir,Contexto: resumir.,例句待内容组补充（resumir）。,resumir.jpg,C1|v|变位|高级,专八,ochenta（待校对）,legislativo（待校对）,díselo（待校对）,词库自动生成_待内容组校对
emilio,n,m,C1,,emilio（待校对）,emilio,Contexto: emilio.,例句待内容组补充（emilio）。,emilio.jpg,C1|n|高级,专八,interponer（待校对）,marihuana（待校对）,práctico（待校对）,词库自动生成_待内容组校对
precedente,n,n/a,C1,,precedente（待校对）,precedente,Contexto: precedente.,例句待内容组补充（precedente）。,precedente.jpg,C1|n|高级,专八,remover（待校对）,estratégico（待校对）,desprender（待校对）,词库自动生成_待内容组校对
bondad,n,f,C1,,bondad（待校对）,bondad,Contexto: bondad.,例句待内容组补充（bondad）。,bondad.jpg,C1|n|高级,专八,vena（待校对）,alguacil（待校对）,aprendizaje（待校对）,词库自动生成_待内容组校对
psicología,n,f,C1,,psicología（待校对）,psicología,Contexto: psicología.,例句待内容组补充（psicología）。,psicología.jpg,C1|n|高级,专八,boom（待校对）,mutuo（待校对）,gonzalo（待校对）,词库自动生成_待内容组校对
trayectoria,n,f,C1,,trayectoria（待校对）,trayectoria,Contexto: trayectoria.,例句待内容组补充（trayectoria）。,trayectoria.jpg,C1|n|高级,专八,am（待校对）,nido（待校对）,brandon（待校对）,词库自动生成_待内容组校对
hernández,n,f,C1,,hernández（待校对）,hernández,Contexto: hernández.,例句待内容组补充（hernández）。,hernández.jpg,C1|n|高级,专八,pilar（待校对）,justamente（待校对）,atascado（待校对）,词库自动生成_待内容组校对
encubierto,adj,n/a,C1,,encubierto（待校对）,encubierto,Contexto: encubierto.,例句待内容组补充（encubierto）。,encubierto.jpg,C1|adj|高级,专八,queria（待校对）,precaución（待校对）,lorenzo（待校对）,词库自动生成_待内容组校对
arriesgado,adj,n/a,C1,,arriesgado（待校对）,arriesgado,Contexto: arriesgado.,例句待内容组补充（arriesgado）。,arriesgado.jpg,C1|adj|高级,专八,sera（待校对）,lateral（待校对）,proclamar（待校对）,词库自动生成_待内容组校对
esfera,n,f,C1,,esfera（待校对）,esfera,Contexto: esfera.,例句待内容组补充（esfera）。,esfera.jpg,C1|n|高级,专八,veterano（待校对）,expansión（待校对）,perjudicar（待校对）,词库自动生成_待内容组校对
cómico,adj,n/a,C1,,cómico（待校对）,cómico,Contexto: cómico.,例句待内容组补充（cómico）。,cómico.jpg,C1|adj|高级,专八,graduación（待校对）,ancho（待校对）,postal（待校对）,词库自动生成_待内容组校对
julian,adv,n/a,C1,,julian（待校对）,julian,Contexto: julian.,例句待内容组补充（julian）。,julian.jpg,C1|adv|高级,专八,cadera（待校对）,liz（待校对）,domicilio（待校对）,词库自动生成_待内容组校对
fallecido,adj,n/a,C1,,fallecido（待校对）,fallecido,Contexto: fallecido.,例句待内容组补充（fallecido）。,fallecido.jpg,C1|adj|高级,专八,castellano（待校对）,inusual（待校对）,complejo（待校对）,词库自动生成_待内容组校对
xx,adv,n/a,C1,,xx（待校对）,xx,Contexto: xx.,例句待内容组补充（xx）。,xx.jpg,C1|adv|高级,专八,rol（待校对）,energético（待校对）,suárez（待校对）,词库自动生成_待内容组校对
relevante,adj,n/a,C1,,relevante（待校对）,relevante,Contexto: relevante.,例句待内容组补充（relevante）。,relevante.jpg,C1|adj|高级,专八,mafia（待校对）,apretado（待校对）,niebla（待校对）,词库自动生成_待内容组校对
estrellar,v,n/a,C1,,estrellar（待校对）,estrellar,Contexto: estrellar.,例句待内容组补充（estrellar）。,estrellar.jpg,C1|v|变位|高级,专八,monetario（待校对）,xx（待校对）,louise（待校对）,词库自动生成_待内容组校对
inyección,n,f,C1,,inyección（待校对）,inyección,Contexto: inyección.,例句待内容组补充（inyección）。,inyección.jpg,C1|n|高级,专八,órbita（待校对）,antigüedad（待校对）,sue（待校对）,词库自动生成_待内容组校对
demócrata,n,f,C1,,demócrata（待校对）,demócrata,Contexto: demócrata.,例句待内容组补充（demócrata）。,demócrata.jpg,C1|n|高级,专八,joaquín（待校对）,reglamento（待校对）,alejandro（待校对）,词库自动生成_待内容组校对
adicto,n,m,C1,,adicto（待校对）,adicto,Contexto: adicto.,例句待内容组补充（adicto）。,adicto.jpg,C1|n|高级,专八,participante（待校对）,preso（待校对）,apetito（待校对）,词库自动生成_待内容组校对
musulmán,n,n/a,C1,,musulmán（待校对）,musulmán,Contexto: musulmán.,例句待内容组补充（musulmán）。,musulmán.jpg,C1|n|高级,专八,ochenta（待校对）,respaldo（待校对）,la habana（待校对）,词库自动生成_待内容组校对
ancho,n,m,C1,,ancho（待校对）,ancho,Contexto: ancho.,例句待内容组补充（ancho）。,ancho.jpg,C1|n|高级,专八,colar（待校对）,atascado（待校对）,respaldar（待校对）,词库自动生成_待内容组校对
inspiración,n,f,C1,,inspiración（待校对）,inspiración,Contexto: inspiración.,例句待内容组补充（inspiración）。,inspiración.jpg,C1|n|高级,专八,animado（待校对）,castellano（待校对）,luchador（待校对）,词库自动生成_待内容组校对
verdura,n,f,C1,,verdura（待校对）,verdura,Contexto: verdura.,例句待内容组补充（verdura）。,verdura.jpg,C1|n|高级,专八,elliot（待校对）,supuestamente（待校对）,sanguíneo（待校对）,词库自动生成_待内容组校对
barril,n,n/a,C1,,barril（待校对）,barril,Contexto: barril.,例句待内容组补充（barril）。,barril.jpg,C1|n|高级,专八,anthony（待校对）,balcón（待校对）,habitar（待校对）,词库自动生成_待内容组校对
reflexionar,v,n/a,C1,,reflexionar（待校对）,reflexionar,Contexto: reflexionar.,例句待内容组补充（reflexionar）。,reflexionar.jpg,C1|v|变位|高级,专八,caramba（待校对）,refugiado（待校对）,hill（待校对）,词库自动生成_待内容组校对
animado,adj,n/a,C1,,animado（待校对）,animado,Contexto: animado.,例句待内容组补充（animado）。,animado.jpg,C1|adj|高级,专八,proclamar（待校对）,vientre（待校对）,nelson（待校对）,词库自动生成_待内容组校对
ida,n,f,C1,,ida（待校对）,ida,Contexto: ida.,例句待内容组补充（ida）。,ida.jpg,C1|n|高级,专八,castellano（待校对）,veterano（待校对）,alienígena（待校对）,词库自动生成_待内容组校对
ali,adv,n/a,C1,,ali（待校对）,ali,Contexto: ali.,例句待内容组补充（ali）。,ali.jpg,C1|adv|高级,专八,atascado（待校对）,cucharada（待校对）,tobillo（待校对）,词库自动生成_待内容组校对
apetito,n,m,C1,,apetito（待校对）,apetito,Contexto: apetito.,例句待内容组补充（apetito）。,apetito.jpg,C1|n|高级,专八,nelson（待校对）,afortunadamente（待校对）,turístico（待校对）,词库自动生成_待内容组校对
castellano,n,m,C1,,castellano（待校对）,castellano,Contexto: castellano.,例句待内容组补充（castellano）。,castellano.jpg,C1|n|高级,专八,antigüedad（待校对）,seriamente（待校对）,obsesión（待校对）,词库自动生成_待内容组校对
administrador,n,m,C1,,administrador（待校对）,administrador,Contexto: administrador.,例句待内容组补充（administrador）。,administrador.jpg,C1|n|高级,专八,desplegar（待校对）,ídolo（待校对）,respectivo（待校对）,词库自动生成_待内容组校对
residir,v,n/a,C1,,residir（待校对）,residir,Contexto: residir.,例句待内容组补充（residir）。,residir.jpg,C1|v|变位|高级,专八,ídolo（待校对）,caroline（待校对）,desprender（待校对）,词库自动生成_待内容组校对
ladrillo,n,m,C1,,ladrillo（待校对）,ladrillo,Contexto: ladrillo.,例句待内容组补充（ladrillo）。,ladrillo.jpg,C1|n|高级,专八,infectado（待校对）,ellen（待校对）,min（待校对）,词库自动生成_待内容组校对
peruano,adj,n/a,C1,,peruano（待校对）,peruano,Contexto: peruano.,例句待内容组补充（peruano）。,peruano.jpg,C1|adj|高级,专八,estratégico（待校对）,terminal（待校对）,nombrado（待校对）,词库自动生成_待内容组校对
mutuo,adj,n/a,C1,,mutuo（待校对）,mutuo,Contexto: mutuo.,例句待内容组补充（mutuo）。,mutuo.jpg,C1|adj|高级,专八,jonathan（待校对）,estelar（待校对）,conquista（待校对）,词库自动生成_待内容组校对
cometa,n,f,C1,,cometa（待校对）,cometa,Contexto: cometa.,例句待内容组补充（cometa）。,cometa.jpg,C1|n|高级,专八,enlace（待校对）,afortunadamente（待校对）,hemorragia（待校对）,词库自动生成_待内容组校对
ochenta,n,f,C1,,ochenta（待校对）,ochenta,Contexto: ochenta.,例句待内容组补充（ochenta）。,ochenta.jpg,C1|n|高级,专八,geografía（待校对）,apretado（待校对）,prestigio（待校对）,词库自动生成_待内容组校对
entrenado,adj,n/a,C1,,entrenado（待校对）,entrenado,Contexto: entrenado.,例句待内容组补充（entrenado）。,entrenado.jpg,C1|adj|高级,专八,la habana（待校对）,mariposa（待校对）,suicida（待校对）,词库自动生成_待内容组校对
amargo,adj,n/a,C1,,amargo（待校对）,amargo,Contexto: amargo.,例句待内容组补充（amargo）。,amargo.jpg,C1|adj|高级,专八,quinn（待校对）,latinoamericano（待校对）,tarifa（待校对）,词库自动生成_待内容组校对
balcón,n,n/a,C1,,balcón（待校对）,balcón,Contexto: balcón.,例句待内容组补充（balcón）。,balcón.jpg,C1|n|高级,专八,correctamente（待校对）,la habana（待校对）,boom（待校对）,词库自动生成_待内容组校对
estelar,adj,n/a,C1,,estelar（待校对）,estelar,Contexto: estelar.,例句待内容组补充（estelar）。,estelar.jpg,C1|adj|高级,专八,alterado（待校对）,habitar（待校对）,ken（待校对）,词库自动生成_待内容组校对
remover,v,n/a,C1,,remover（待校对）,remover,Contexto: remover.,例句待内容组补充（remover）。,remover.jpg,C1|v|变位|高级,专八,ajo（待校对）,freír（待校对）,pacífico（待校对）,词库自动生成_待内容组校对
graduación,n,f,C1,,graduación（待校对）,graduación,Contexto: graduación.,例句待内容组补充（graduación）。,graduación.jpg,C1|n|高级,专八,la habana（待校对）,bloqueo（待校对）,precisión（待校对）,词库自动生成_待内容组校对
práctico,adj,n/a,C1,,práctico（待校对）,práctico,Contexto: práctico.,例句待内容组补充（práctico）。,práctico.jpg,C1|adj|高级,专八,nacionalista（待校对）,reflexionar（待校对）,sanguíneo（待校对）,词库自动生成_待内容组校对
compartido,adj,n/a,C1,,compartido（待校对）,compartido,Contexto: compartido.,例句待内容组补充（compartido）。,compartido.jpg,C1|adj|高级,专八,agrícola（待校对）,turístico（待校对）,autopsia（待校对）,词库自动生成_待内容组校对
persecución,n,f,C1,,persecución（待校对）,persecución,Contexto: persecución.,例句待内容组补充（persecución）。,persecución.jpg,C1|n|高级,专八,honrado（待校对）,dictadura（待校对）,ignacio（待校对）,词库自动生成_待内容组校对
art,adv,n/a,C1,,art（待校对）,art,Contexto: art.,例句待内容组补充（art）。,art.jpg,C1|adv|高级,专八,freír（待校对）,joaquín（待校对）,estratégico（待校对）,词库自动生成_待内容组校对
complejo,adj,n/a,C1,,complejo（待校对）,complejo,Contexto: complejo.,例句待内容组补充（complejo）。,complejo.jpg,C1|adj|高级,专八,shawn（待校对）,éi（待校对）,tornar（待校对）,词库自动生成_待内容组校对
queria,adv,n/a,C1,,queria（待校对）,queria,Contexto: queria.,例句待内容组补充（queria）。,queria.jpg,C1|adv|高级,专八,variación（待校对）,barril（待校对）,precaución（待校对）,词库自动生成_待内容组校对
disputar,v,n/a,C1,,disputar（待校对）,disputar,Contexto: disputar.,例句待内容组补充（disputar）。,disputar.jpg,C1|v|变位|高级,专八,postal（待校对）,cometa（待校对）,táctica（待校对）,词库自动生成_待内容组校对
corrección,n,f,C1,,corrección（待校对）,corrección,Contexto: corrección.,例句待内容组补充（corrección）。,corrección.jpg,C1|n|高级,专八,ethan（待校对）,hong（待校对）,atascado（待校对）,词库自动生成_待内容组校对
alojar,v,n/a,C1,,alojar（待校对）,alojar,Contexto: alojar.,例句待内容组补充（alojar）。,alojar.jpg,C1|v|变位|高级,专八,condicional（待校对）,retrasado（待校对）,ellen（待校对）,词库自动生成_待内容组校对
juramento,n,m,C1,,juramento（待校对）,juramento,Contexto: juramento.,例句待内容组补充（juramento）。,juramento.jpg,C1|n|高级,专八,balcón（待校对）,suspendido（待校对）,louise（待校对）,词库自动生成_待内容组校对
buque,n,n/a,C1,,buque（待校对）,buque,Contexto: buque.,例句待内容组补充（buque）。,buque.jpg,C1|n|高级,专八,aprendizaje（待校对）,participante（待校对）,furgoneta（待校对）,词库自动生成_待内容组校对
tobillo,n,m,C1,,tobillo（待校对）,tobillo,Contexto: tobillo.,例句待内容组补充（tobillo）。,tobillo.jpg,C1|n|高级,专八,concesión（待校对）,porno（待校对）,cometa（待校对）,词库自动生成_待内容组校对
admirador,n,m,C1,,admirador（待校对）,admirador,Contexto: admirador.,例句待内容组补充（admirador）。,admirador.jpg,C1|n|高级,专八,eternidad（待校对）,geográfico（待校对）,atascado（待校对）,词库自动生成_待内容组校对
irak,n,n/a,C1,,irak（待校对）,irak,Contexto: irak.,例句待内容组补充（irak）。,irak.jpg,C1|n|高级,专八,keith（待校对）,fallecido（待校对）,estímulo（待校对）,词库自动生成_待内容组校对
cachorro,n,m,C1,,cachorro（待校对）,cachorro,Contexto: cachorro.,例句待内容组补充（cachorro）。,cachorro.jpg,C1|n|高级,专八,nido（待校对）,directivo（待校对）,subterráneo（待校对）,词库自动生成_待内容组校对
ballena,n,f,C1,,ballena（待校对）,ballena,Contexto: ballena.,例句待内容组补充（ballena）。,ballena.jpg,C1|n|高级,专八,nudo（待校对）,panamá（待校对）,alguacil（待校对）,词库自动生成_待内容组校对
respaldar,v,n/a,C1,,respaldar（待校对）,respaldar,Contexto: respaldar.,例句待内容组补充（respaldar）。,respaldar.jpg,C1|v|变位|高级,专八,precedente（待校对）,licor（待校对）,participante（待校对）,词库自动生成_待内容组校对
ken,adv,n/a,C1,,ken（待校对）,ken,Contexto: ken.,例句待内容组补充（ken）。,ken.jpg,C1|adv|高级,专八,arriesgado（待校对）,policia（待校对）,alguacil（待校对）,词库自动生成_待内容组校对
harris,adv,n/a,C1,,harris（待校对）,harris,Contexto: harris.,例句待内容组补充（harris）。,harris.jpg,C1|adv|高级,专八,tarifa（待校对）,explotación（待校对）,residir（待校对）,词库自动生成_待内容组校对
estímulo,n,m,C1,,estímulo（待校对）,estímulo,Contexto: estímulo.,例句待内容组补充（estímulo）。,estímulo.jpg,C1|n|高级,专八,inconveniente（待校对）,lesbiano（待校对）,respectivo（待校对）,词库自动生成_待内容组校对
comparado,adj,n/a,C1,,comparado（待校对）,comparado,Contexto: comparado.,例句待内容组补充（comparado）。,comparado.jpg,C1|adj|高级,专八,arquitectura（待校对）,israelí（待校对）,amargo（待校对）,词库自动生成_待内容组校对
polémica,n,f,C1,,polémica（待校对）,polémica,Contexto: polémica.,例句待内容组补充（polémica）。,polémica.jpg,C1|n|高级,专八,recta（待校对）,malcolm（待校对）,proseguir（待校对）,词库自动生成_待内容组校对
cucharada,n,f,C1,,cucharada（待校对）,cucharada,Contexto: cucharada.,例句待内容组补充（cucharada）。,cucharada.jpg,C1|n|高级,专八,nudo（待校对）,picar（待校对）,colar（待校对）,词库自动生成_待内容组校对
requisito,n,m,C1,,requisito（待校对）,requisito,Contexto: requisito.,例句待内容组补充（requisito）。,requisito.jpg,C1|n|高级,专八,colar（待校对）,hemorragia（待校对）,reforzar（待校对）,词库自动生成_待内容组校对
sirena,n,f,C1,,sirena（待校对）,sirena,Contexto: sirena.,例句待内容组补充（sirena）。,sirena.jpg,C1|n|高级,专八,expansión（待校对）,eternidad（待校对）,tornar（待校对）,词库自动生成_待内容组校对
picar,v,n/a,C1,,picar（待校对）,picar,Contexto: picar.,例句待内容组补充（picar）。,picar.jpg,C1|v|变位|高级,专八,algun（待校对）,coca（待校对）,graduar（待校对）,词库自动生成_待内容组校对
imprimir,v,n/a,C1,,imprimir（待校对）,imprimir,Contexto: imprimir.,例句待内容组补充（imprimir）。,imprimir.jpg,C1|v|变位|高级,专八,ernesto（待校对）,adicto（待校对）,aplicado（待校对）,词库自动生成_待内容组校对
institucional,adj,n/a,C1,,institucional（待校对）,institucional,Contexto: institucional.,例句待内容组补充（institucional）。,institucional.jpg,C1|adj|高级,专八,verdura（待校对）,afeitar（待校对）,terminal（待校对）,词库自动生成_待内容组校对
stanley,adv,n/a,C1,,stanley（待校对）,stanley,Contexto: stanley.,例句待内容组补充（stanley）。,stanley.jpg,C1|adv|高级,专八,alonso（待校对）,implicado（待校对）,estabilidad（待校对）,词库自动生成_待内容组校对
suprema,n,m,C1,,suprema（待校对）,suprema,Contexto: suprema.,例句待内容组补充（suprema）。,suprema.jpg,C1|n|高级,专八,vano（待校对）,marrón（待校对）,am（待校对）,词库自动生成_待内容组校对
restante,adj,n/a,C1,,restante（待校对）,restante,Contexto: restante.,例句待内容组补充（restante）。,restante.jpg,C1|adj|高级,专八,rellenar（待校对）,australia（待校对）,moreno（待校对）,词库自动生成_待内容组校对
igualdad,n,f,C1,,igualdad（待校对）,igualdad,Contexto: igualdad.,例句待内容组补充（igualdad）。,igualdad.jpg,C1|n|高级,专八,mejilla（待校对）,ataúd（待校对）,tarifa（待校对）,词库自动生成_待内容组校对
estratégico,adj,n/a,C1,,estratégico（待校对）,estratégico,Contexto: estratégico.,例句待内容组补充（estratégico）。,estratégico.jpg,C1|adj|高级,专八,evolucionar（待校对）,soporte（待校对）,munición（待校对）,词库自动生成_待内容组校对
geográfico,adj,n/a,C1,,geográfico（待校对）,geográfico,Contexto: geográfico.,例句待内容组补充（geográfico）。,geográfico.jpg,C1|adj|高级,专八,objeción（待校对）,castilla（待校对）,egipto（待校对）,词库自动生成_待内容组校对
louise,adv,n/a,C1,,louise（待校对）,louise,Contexto: louise.,例句待内容组补充（louise）。,louise.jpg,C1|adv|高级,专八,setenta（待校对）,marrón（待校对）,introducción（待校对）,词库自动生成_待内容组校对
motel,n,n/a,C1,,motel（待校对）,motel,Contexto: motel.,例句待内容组补充（motel）。,motel.jpg,C1|n|高级,专八,jonathan（待校对）,ee. uu.（待校对）,teddy（待校对）,词库自动生成_待内容组校对
respaldo,n,m,C1,,respaldo（待校对）,respaldo,Contexto: respaldo.,例句待内容组补充（respaldo）。,respaldo.jpg,C1|n|高级,专八,owen（待校对）,ordinario（待校对）,captura（待校对）,词库自动生成_待内容组校对
gramo,n,m,C1,,gramo（待校对）,gramo,Contexto: gramo.,例句待内容组补充（gramo）。,gramo.jpg,C1|n|高级,专八,inyección（待校对）,siesta（待校对）,fundador（待校对）,词库自动生成_待内容组校对
iv,adv,n/a,C1,,iv（待校对）,iv,Contexto: iv.,例句待内容组补充（iv）。,iv.jpg,C1|adv|高级,专八,válido（待校对）,coca（待校对）,furgoneta（待校对）,词库自动生成_待内容组校对
apretado,adj,n/a,C1,,apretado（待校对）,apretado,Contexto: apretado.,例句待内容组补充（apretado）。,apretado.jpg,C1|adj|高级,专八,corrección（待校对）,nombrado（待校对）,deprimido（待校对）,词库自动生成_待内容组校对
huérfano,n,m,C1,,huérfano（待校对）,huérfano,Contexto: huérfano.,例句待内容组补充（huérfano）。,huérfano.jpg,C1|n|高级,专八,inspección（待校对）,mojar（待校对）,provincial（待校对）,词库自动生成_待内容组校对
predecir,v,n/a,C1,,predecir（待校对）,predecir,Contexto: predecir.,例句待内容组补充（predecir）。,predecir.jpg,C1|v|变位|高级,专八,soporte（待校对）,requisito（待校对）,fallecido（待校对）,词库自动生成_待内容组校对
ataúd,n,n/a,C1,,ataúd（待校对）,ataúd,Contexto: ataúd.,例句待内容组补充（ataúd）。,ataúd.jpg,C1|n|高级,专八,incendiar（待校对）,balcón（待校对）,iv（待校对）,词库自动生成_待内容组校对
watson,adv,n/a,C1,,watson（待校对）,watson,Contexto: watson.,例句待内容组补充（watson）。,watson.jpg,C1|adv|高级,专八,ellen（待校对）,corrección（待校对）,ballena（待校对）,词库自动生成_待内容组校对
ferrocarril,n,n/a,C1,,ferrocarril（待校对）,ferrocarril,Contexto: ferrocarril.,例句待内容组补充（ferrocarril）。,ferrocarril.jpg,C1|n|高级,专八,introducción（待校对）,directivo（待校对）,cadera（待校对）,词库自动生成_待内容组校对
atascado,adj,n/a,C1,,atascado（待校对）,atascado,Contexto: atascado.,例句待内容组补充（atascado）。,atascado.jpg,C1|adj|高级,专八,estabilidad（待校对）,deprimido（待校对）,emilio（待校对）,词库自动生成_待内容组校对
willie,adv,n/a,C1,,willie（待校对）,willie,Contexto: willie.,例句待内容组补充（willie）。,willie.jpg,C1|adv|高级,专八,suicida（待校对）,utilidad（待校对）,crónica（待校对）,词库自动生成_待内容组校对
dió,adv,n/a,C1,,dió（待校对）,dió,Contexto: dió.,例句待内容组补充（dió）。,dió.jpg,C1|adv|高级,专八,esfera（待校对）,watson（待校对）,cubo（待校对）,词库自动生成_待内容组校对
hemorragia,n,f,C1,,hemorragia（待校对）,hemorragia,Contexto: hemorragia.,例句待内容组补充（hemorragia）。,hemorragia.jpg,C1|n|高级,专八,remitir（待校对）,proseguir（待校对）,conquista（待校对）,词库自动生成_待内容组校对
introducción,n,f,C1,,introducción（待校对）,introducción,Contexto: introducción.,例句待内容组补充（introducción）。,introducción.jpg,C1|n|高级,专八,amenazado（待校对）,inspección（待校对）,relevante（待校对）,词库自动生成_待内容组校对
metálico,adj,n/a,C1,,metálico（待校对）,metálico,Contexto: metálico.,例句待内容组补充（metálico）。,metálico.jpg,C1|adj|高级,专八,matthew（待校对）,luchador（待校对）,convicción（待校对）,词库自动生成_待内容组校对
lorenzo,n,m,C1,,lorenzo（待校对）,lorenzo,Contexto: lorenzo.,例句待内容组补充（lorenzo）。,lorenzo.jpg,C1|n|高级,专八,jonathan（待校对）,crónica（待校对）,sanguíneo（待校对）,词库自动生成_待内容组校对
convicción,n,f,C1,,convicción（待校对）,convicción,Contexto: convicción.,例句待内容组补充（convicción）。,convicción.jpg,C1|n|高级,专八,abundante（待校对）,efectivamente（待校对）,alguacil（待校对）,词库自动生成_待内容组校对
tránsito,n,m,C1,,tránsito（待校对）,tránsito,Contexto: tránsito.,例句待内容组补充（tránsito）。,tránsito.jpg,C1|n|高级,专八,cómico（待校对）,atascado（待校对）,harris（待校对）,词库自动生成_待内容组校对
holly,adv,n/a,C1,,holly（待校对）,holly,Contexto: holly.,例句待内容组补充（holly）。,holly.jpg,C1|adv|高级,专八,desprender（待校对）,pacífico（待校对）,atracción（待校对）,词库自动生成_待内容组校对
mariposa,n,f,C1,,mariposa（待校对）,mariposa,Contexto: mariposa.,例句待内容组补充（mariposa）。,mariposa.jpg,C1|n|高级,专八,desplegar（待校对）,estratégico（待校对）,porno（待校对）,词库自动生成_待内容组校对
nudo,n,m,C1,,nudo（待校对）,nudo,Contexto: nudo.,例句待内容组补充（nudo）。,nudo.jpg,C1|n|高级,专八,costilla（待校对）,harris（待校对）,inspección（待校对）,词库自动生成_待内容组校对
